frame,strain,radius_A,n_atoms,n_omega,E_omega_cumulative_center_mean,E_omega_cumulative_center_std,E_omega_cumulative_pooled_mean,E_omega_shell_center_mean,E_omega_shell_center_std,E_omega_shell_pooled_mean,omega_mean_cumulative_neighbor_count,omega_mean_shell_neighbor_count,E_random_cumulative_center_mean,E_random_cumulative_pooled_mean,E_random_shell_center_mean,E_random_shell_pooled_mean,random_mean_cumulative_neighbor_count,random_mean_shell_neighbor_count,DeltaE_cumulative_vs_random,DeltaE_shell_vs_random
35,,2.0,432000,41629,0.010928097239904663,0.1105564018320629,0.010928097239904663,0.010928097239904663,0.1105564018320629,0.010928097239904663,1.0,1.0,0.005048481563332969,0.005048481563332969,0.005048481563332969,0.005048481563332969,1.0,1.0,0.005879615676571694,0.005879615676571694
35,,2.5,432000,41629,0.010889301768798746,0.10977544668434917,0.014348511733997834,0.17217381114903288,0.1367178756838086,0.17308701226309914,1.0215474789209444,0.021547478920944534,0.005032398360117263,0.006222252141990324,0.18387971008625756,0.18454025370926228,1.0065747435681858,0.00657474356818564,0.005856903408681483,-0.011705898937224679
35,,3.0,432000,41629,0.007225402588589144,0.03431532130630165,0.0068910154751384844,0.006977457691562455,0.03653157785663874,0.005902527810591596,8.728458526507962,7.706911047587019,0.006414525235720875,0.006189924830196708,0.006907773015551291,0.0061856025159087395,8.554149751375244,7.547575007807057,0.0008108773528682691,6.968467601116413e-05
35,,3.5,432000,41629,0.0012750305422712927,0.02814013051596314,0.0018928561224942728,-0.017237978442076852,0.06056528975112413,-0.008528601685918886,12.914650844363305,4.186192317855341,0.002929574627450378,0.0028847028585374597,-0.002817288469635989,-0.002885629477681211,13.453885512503302,4.89973576112806,-0.0016545440851790853,-0.014420689972440863
35,,4.0,432000,41629,0.005880761771682474,0.02486490139214085,0.005912285132048254,0.028501079333332905,0.07253325346121582,0.028447209493914816,15.21816522136011,2.303514376996805,0.003944802229282762,0.0039838016551365365,0.013634065914964938,0.013680235220038053,14.978870498931034,1.524984986427731,0.001935959542399712,0.014867013418367967
35,,4.5,432000,41629,0.008000238794927133,0.02341249034924319,0.008044442571046992,0.016706869300503063,0.06552506148023236,0.018546697222740452,18.30774219894785,3.0895769775877393,0.004380353440463251,0.0045867421684303595,0.005204529633779239,0.007530123792077968,18.04731317110668,3.0684426721756473,0.0036198853544638816,0.011502339666723822
35,,5.0,432000,41629,0.008800427644793316,0.020214188333289824,0.008954610189506516,0.01077033907353609,0.03689053358420797,0.010886619930926633,26.932498979077085,8.624756780129237,0.005954701370863342,0.006096184508384249,0.009695645421934938,0.009231198044392602,26.7365658555334,8.689252684426721,0.002845726273929973,0.001074693651601153
35,,5.5,432000,41629,0.007536160719477249,0.017612348490885107,0.0075443533810414815,0.0055006128018686515,0.027918727327695115,0.00511964991404626,42.59698767685988,15.664488697782796,0.005137850641992042,0.005157078324687694,0.0037733086119661405,0.003574366468686246,42.6006702058661,15.8641043503327,0.0023983100774852065,0.001727304189902511
35,,6.0,432000,41629,0.008633520556788458,0.015576654046173399,0.00851905891102663,0.01199512259292995,0.02938629623975236,0.011607887967546264,56.03881909245958,13.441831415599703,0.004916911445240196,0.004729761841626299,0.004158527331429562,0.0034582346404375174,56.917605515385915,14.316935309519806,0.003716609111548262,0.007836595261500389
35,,6.5,432000,41629,0.009827171599748953,0.014972357982815312,0.009940493384218334,0.02252149411909811,0.04786153911107919,0.02220350330060416,62.534411107641304,6.495592015181725,0.005315649630696786,0.005451124044588323,0.01001241418227624,0.013531953267113466,61.99848663191525,5.080881116529342,0.004511521969052167,0.01250907993682187
35,,7.0,432000,41629,0.010054486298723343,0.014635112548853668,0.010207841691410115,0.011464227810311712,0.031565935052026525,0.011598177969910528,74.5591774964568,12.02476638881549,0.005459836280659492,0.005718070613987372,0.006332685565969419,0.0071634587964266,73.44848783300104,11.450001201085781,0.00459465001806385,0.005131542244342293
35,,7.5,432000,41629,0.00929486970859492,0.013821709798120009,0.00923565701168178,0.0070720771366716,0.02131555100727477,0.006579633128625673,101.85008047274736,27.290902976290567,0.005132833045812542,0.004993606236116117,0.004130961212944148,0.0031610917098061028,102.4859088616109,29.037421028609863,0.004162036662782378,0.0029411159237274515
35,,8.0,432000,41629,0.008623174863187208,0.013349369092050187,0.008641042888636957,0.005729946442363148,0.02316458633438709,0.0059875984313706,124.6738091234476,22.823728650700232,0.004988434954121739,0.005039258094661024,0.004437805160131593,0.0052535634414008475,124.31677436402511,21.83086550241418,0.0036347399090654693,0.001292141282231555
35,,8.5,432000,41629,0.008701669698063751,0.012901649272243772,0.008698614528140886,0.00908068529439659,0.022214701807670167,0.00899835607313766,148.62002450214993,23.946215378702348,0.005075450056757113,0.0050518437983844335,0.005472102623805339,0.005113674343592944,149.6243772370223,25.307602872997187,0.003626219641306638,0.003608582670591251
35,,9.0,432000,41629,0.008806988251216601,0.012650504472753099,0.008832468817708833,0.009426930389534717,0.024078388344343844,0.00981572373662332,168.85224242715415,20.232217925004203,0.00515552228877506,0.00518927920147061,0.005872798063197975,0.006313341774892438,167.91810276489946,18.2937255278772,0.003651465962441541,0.003554132326336742
35,,9.5,432000,41629,0.009048093540202095,0.012387630412986822,0.009137133299415451,0.010791776568399856,0.02192956959081366,0.011100881614769778,195.04871603929953,26.19647361214538,0.005303406244574234,0.0054359037049776845,0.006475162465853462,0.007034560069144655,193.82268851041343,25.90458574551395,0.0037446872956278607,0.004316614102546394
35,,10.0,432000,41629,0.008421207305214524,0.012035598585257795,0.008387170461770104,0.005791574992047284,0.01748744520151253,0.005228161480642707,241.3541521535468,46.30543611424728,0.005033589273709534,0.004982369668622999,0.0038135147756105216,0.0031501284850011025,241.79952917437362,47.976840663960225,0.00338761803150499,0.001978060216436762
36,,2.0,432000,45193,0.011117329011129736,0.11161523368357647,0.011117329011129736,0.011117329011129736,0.11161523368357647,0.011117329011129736,1.0,1.0,0.00444192397052609,0.00444192397052609,0.00444192397052609,0.00444192397052609,1.0,1.0,0.006675405040603647,0.006675405040603647
36,,2.5,432000,45193,0.011141402318942862,0.11105669032586431,0.014488379338735521,0.17256410958904073,0.13979876664175164,0.17301894901144607,1.021264355099241,0.021264355099241034,0.004421586259671163,0.005521234915637246,0.1881788858914299,0.18994916484015856,1.0058526762994269,0.005852676299426903,0.006719816059271699,-0.015614776302389166
36,,3.0,432000,45193,0.006761573291899406,0.034700318984747305,0.006408765434281918,0.0064286635771112575,0.03673799794155003,0.005342212122858514,8.757794348682317,7.736529993583077,0.005736221010205097,0.005425278282533,0.006231869030339928,0.005412560915341421,8.592096121080699,7.586243444781272,0.0010253522816943087,0.00019679454677132974
36,,3.5,432000,45193,0.0003377850689494156,0.02874232733511174,0.0009747504030461749,-0.019762661917295407,0.06224813683406881,-0.010548192479962604,12.887814484544066,4.1300201358617485,0.0022305948111631634,0.002212256056588918,-0.003527112137141737,-0.0034617742177064717,13.457703626667847,4.865607505587148,-0.0018928097422137478,-0.01623554978015367
36,,4.0,432000,45193,0.0052763113515731045,0.025163164658774766,0.005272671044722107,0.02866063766983659,0.07228174435081862,0.028822060978936637,15.239926537295599,2.3521120527515325,0.0032878555122608983,0.003329861151087669,0.013210938528920416,0.013180660244129403,14.984513088310138,1.5268094616422898,0.001988455839312206,0.015449699140916175
36,,4.5,432000,45193,0.007416433309039719,0.023580869467024902,0.007465689978264058,0.015891619719482476,0.06608513583656953,0.018337228592198926,18.314141570597215,3.0742150333016176,0.003750943533515967,0.003940810385985307,0.00490356494708354,0.006922617538306477,18.054807160400948,3.070294072090811,0.003665489775523752,0.010988054772398937
36,,5.0,432000,45193,0.008262427003897479,0.02056021988798723,0.00842208716988591,0.010280256169027648,0.03741721876190321,0.010470599972050616,26.864536543269974,8.550394972672759,0.005266469282347148,0.005391104863269542,0.00889274011365348,0.008416467301304444,26.709915252362087,8.655108091961143,0.0029959577215503313,0.0013875160553741672
36,,5.5,432000,45193,0.006883938605040465,0.017939074272500945,0.006873502527134136,0.004653257205602703,0.027870536361023074,0.004250399509454794,42.72438209457217,15.859845551302193,0.004485448006644595,0.004494164442993402,0.0031959882434615242,0.0029969800867800786,42.711380080986,16.001464828623902,0.00239849059839587,0.001457268962141179
36,,6.0,432000,45193,0.00808132622990337,0.015964729933244198,0.007956339805261706,0.011907258501487269,0.030085359719571648,0.011422926851105374,56.06994446042529,13.34556236585312,0.004218333654629018,0.004047271696544388,0.0033513265100496787,0.0027163115298242503,57.05277365963756,14.341393578651562,0.0038629925752743524,0.008555931991437591
36,,6.5,432000,45193,0.009355506732115694,0.01528072423570846,0.009466480069347732,0.023025210860403933,0.048439761378522565,0.02276546045040624,62.43685969066006,6.3669152302347705,0.004618462234875079,0.004742472592568778,0.009407954663130692,0.013036117511980975,61.83496780474852,4.782194145110968,0.004737044497240615,0.01361725619727324
36,,7.0,432000,45193,0.009488485772410668,0.01492047716927799,0.009651778452062144,0.010320583416729673,0.03229483025543278,0.010607994747612584,74.53605646892218,12.09919677826212,0.00480118263787223,0.005039949659074974,0.0058859327984400415,0.006639220814779875,73.33657867368841,11.50161086893988,0.004687303134538438,0.004434650618289631
36,,7.5,432000,45193,0.008815357690663585,0.014136872884768871,0.008749986006339812,0.006822577310862517,0.02149598348961556,0.006298834367659308,101.95829000066382,27.422233531741643,0.004473963772587462,0.004341401538700393,0.003474688072778666,0.0026092531825197655,102.91206602792468,29.575487354236277,0.004341393918076123,0.003347889238083851
36,,8.0,432000,45193,0.008121320414873682,0.013649359424947025,0.008133425218961926,0.005091594250688451,0.023338137689946015,0.005373154405713359,124.7326798397982,22.77438983913438,0.004320666736015873,0.0043616593161518126,0.003699292775940371,0.00445899927834136,124.33658309915252,21.424517071227847,0.0038006536788578087,0.0013923014747480806
36,,8.5,432000,45193,0.008170767584222376,0.013205274256731259,0.008162746472600063,0.008380011832889575,0.022379271864136432,0.008316300167223708,148.55052773659637,23.817847896798177,0.00439605098377001,0.004374948391156762,0.004746939085557927,0.004440533575587575,149.53374195118712,25.19715885203461,0.003774716600452366,0.0036330727473316473
36,,9.0,432000,45193,0.008267581665287784,0.012916685686036327,0.008285479498727362,0.008859302918341784,0.02412650755298796,0.009183413497322695,168.8549775407696,20.304449804173213,0.004483811830241161,0.004506882534130575,0.005235747639474164,0.005569174502413223,168.10538800256677,18.571646051379638,0.003783769835046623,0.0036235552788676196
36,,9.5,432000,45193,0.008537355369176117,0.01263894273265685,0.008629286066992233,0.01047245123376984,0.022137952533371762,0.010851968239041368,194.97362423384152,26.118646693071938,0.004665654746143822,0.004790482771200118,0.006095901057171971,0.0066660567805891776,193.52454804947672,25.419160046909923,0.0038717006230322946,0.004376550176597868
36,,10.0,432000,45193,0.007956198226085268,0.012304086516797286,0.007914504656772132,0.005567137818635374,0.017669000409480478,0.004925236891515259,241.5949151417255,46.62129090788397,0.004364452055974916,0.004309701259353394,0.0030324989205171553,0.0024090527991925464,242.47766468258357,48.95311663310691,0.003591746170110352,0.0025346388981182183
37,,2.0,432000,46597,0.011391045775479216,0.11197000292260921,0.011391045775479216,0.011391045775479216,0.11197000292260921,0.011391045775479216,1.0,1.0,0.004538646586690235,0.004538646586690235,0.004538646586690235,0.004538646586690235,1.0,1.0,0.006852399188788981,0.006852399188788981
37,,2.5,432000,46597,0.01138182257799153,0.11138147840194536,0.014515476947034117,0.1715884961580678,0.12831780880586896,0.17207945887445855,1.0198296027641265,0.019829602764126444,0.004492416625533938,0.005528918807941358,0.18472806250225554,0.1861742842241701,1.005487477734618,0.005487477734618108,0.0068894059524575915,-0.013139566344187753
37,,3.0,432000,46597,0.006694559743099579,0.03449839477997393,0.006422679735514298,0.006381469465192217,0.03673418088827173,0.005354143857787214,8.743738867309053,7.723909264544928,0.005821699257142704,0.005501654293683505,0.006336779043352292,0.005498011296692524,8.59620147219778,7.590713994463163,0.000872860485956875,4.469042183992498e-05
37,,3.5,432000,46597,0.00016436098521744984,0.02864574802813776,0.0008293039969761201,-0.020804948261440467,0.06281642731004862,-0.010972641470348852,12.887718093439492,4.143979226130438,0.0022737011487110326,0.0022561394613629165,-0.0036124714628382763,-0.003486113840135487,13.454791080970878,4.858589608773096,-0.0021093401634935827,-0.01719247679860219
37,,4.0,432000,46597,0.0052265578850013,0.02491532225619753,0.005232503847643335,0.02893046367910247,0.07153471811292839,0.02934874341061216,15.240788033564392,2.3530699401249007,0.0032958605297797516,0.0033353641728780213,0.012725553575783793,0.012819216262454006,14.985902525913684,1.5311114449428076,0.0019306973552215487,0.016204910103318676
37,,4.5,432000,46597,0.00740406922911759,0.023358424483596995,0.007438795921835273,0.016081177408940845,0.0668249779577057,0.018384331889626588,18.312874219370347,3.0720861858059534,0.0037519377833778573,0.003937399558385236,0.004842719333024869,0.0068742936008185165,18.057793420177266,3.0718908942635794,0.0036521314457397323,0.011238458075915976
37,,5.0,432000,46597,0.008196888375495436,0.02042448373005846,0.00836449275965394,0.010153969395827226,0.037771184022531996,0.010357534711446589,26.81855055046462,8.505676331094277,0.005344560456455318,0.0054578332177505715,0.009130492103256076,0.008635095596533752,26.699038564714463,8.641245144537203,0.0028523279190401183,0.0010234772925711497
37,,5.5,432000,46597,0.00688188207386179,0.017868908493128086,0.006854396398594804,0.004787678169219205,0.027987145792368374,0.004311508029763748,42.744768976543554,15.926218426078933,0.0045651483757885615,0.004569862196016317,0.003298439090085857,0.003090458429948569,42.724329892482345,16.02529132776788,0.002316733698073228,0.0014892390791333477
37,,6.0,432000,46597,0.008081675220221839,0.015876556419719422,0.007957253272610895,0.011943135391701916,0.03004262702092505,0.01149340373504719,56.07603493787153,13.331265961327983,0.004301181305720323,0.004129931586912023,0.003480348896684865,0.002818890810729164,57.0605704229886,14.336240530506256,0.0037804939145015164,0.008462786495017052
37,,6.5,432000,46597,0.009408959798378821,0.015173053380108008,0.009518357831295197,0.02350423799764544,0.048700475057598634,0.023348064104911314,62.40592742022019,6.329892482348649,0.0046885069902671914,0.004808373696261572,0.009407726539794447,0.012976127710141925,61.80036697641479,4.739796553426186,0.00472045280811163,0.014096511457850992
37,,7.0,432000,46597,0.009530740147735433,0.014823298744786386,0.00968588658469142,0.010339392212868765,0.03262104148731978,0.010551135070715532,74.4889155954246,12.082988175204413,0.004878775282568079,0.005110784103442586,0.005974745626751899,0.006732871628278005,73.32215164066358,11.52178466424877,0.004651964865167353,0.004364646586116867
37,,7.5,432000,46597,0.00886616842417558,0.014033224628452572,0.00879830349557521,0.00692117821284119,0.02150959568138481,0.006390951488280525,101.95274373886731,27.46382814344271,0.004553841649742315,0.004421523648507793,0.0035652962306484846,0.0027171892184483975,102.97523660321481,29.65308496255124,0.004312326774433266,0.0033558819821927054
37,,8.0,432000,46597,0.008179508886155906,0.013501838885233501,0.008188209679334646,0.005221037073577377,0.02315120318770718,0.005455596705064362,124.71511041483357,22.762366675966263,0.004383926084561063,0.004423375978581128,0.0036778831425238077,0.004432275133470864,124.34905895229306,21.373822349078267,0.003795582801594843,0.0015431539310535695
37,,8.5,432000,46597,0.00819644562018984,0.013131126396127443,0.00818500609248685,0.00824404693754897,0.022603852465470163,0.00816823825306907,148.54261003927292,23.82749962443934,0.004473978032074453,0.004451928200589391,0.004909089502180948,0.004593154202480074,149.48522222460673,25.13616327231367,0.0037224675881153873,0.0033349574353680224
37,,9.0,432000,46597,0.008306600678239153,0.012838675446075871,0.00832385241757005,0.008966239867423228,0.024095698429946445,0.009340275489785652,168.83395926776402,20.291349228491104,0.004553623097810144,0.004573651577466328,0.00526051943830544,0.005549439382426592,168.1328089791188,18.647586754512094,0.003752977580429009,0.003705720429117788
37,,9.5,432000,46597,0.008619132769002969,0.01256329518558097,0.008708590578406993,0.010863646207712989,0.022344437517029383,0.011205184135206357,194.85215786424018,26.018198596476168,0.004730580031137159,0.004853227973497995,0.006144522415544058,0.006707182213025961,193.48778676738846,25.354977788269633,0.00388855273786581,0.004719123792168931
37,,10.0,432000,46597,0.008035420679518157,0.012209560777379216,0.007989727692390727,0.005646421358073473,0.01760814753743073,0.004994436471606144,241.61621992832156,46.76406206408138,0.00441576910239787,0.004358307220746806,0.0030385836564977694,0.00240731182447572,242.57055175225872,49.082764984870266,0.003619651577120287,0.002607837701575704
38,,2.0,432000,46117,0.012083082160591098,0.11278824035805246,0.012083082160591098,0.012083082160591098,0.11278824035805246,0.012083082160591098,1.0,1.0,0.003985951753149166,0.003985951753149166,0.003985951753149166,0.003985951753149166,1.0,1.0,0.008097130407441932,0.008097130407441932
38,,2.5,432000,46117,0.012019258263402074,0.11207346962844165,0.015188058619736421,0.1673793518518516,0.12842677712927292,0.16882775751072943,1.0202094672246678,0.020209467224667692,0.0039732961163991614,0.0050593080612284565,0.18750789546449462,0.189205317073792,1.005837326799228,0.00583732679922805,0.008045962147002914,-0.02012854361264302
38,,3.0,432000,46117,0.006883443306747047,0.03461872419744908,0.006612057419471205,0.006507121016213981,0.03657131443001522,0.005479269443055884,8.743912223258235,7.723702756033567,0.005469719348461407,0.005142644513785358,0.005983283411093278,0.005153675910187399,8.598419238025024,7.592581911225795,0.0014137239582856405,0.0005238376051207028
38,,3.5,432000,46117,0.00031253073561909053,0.028620039616912594,0.0009582382055456103,-0.02077475436212287,0.06254902617467967,-0.010992921709957743,12.880456230890994,4.13654400763276,0.00194030865436642,0.001923817852674556,-0.0038605908602920673,-0.0037769077242245596,13.453407637096948,4.854988399071925,-0.0016277779187473295,-0.016914163501830802
38,,4.0,432000,46117,0.005281592221379962,0.02496721219150088,0.005291912870593421,0.028636157448694948,0.07202407590825224,0.028985284312642183,15.236377041004403,2.3559208101134073,0.0029889084077070844,0.003032383372418928,0.012718134795294583,0.012773116464620446,14.984459093176053,1.531051456079103,0.0022926838136728776,0.015918022653400365
38,,4.5,432000,46117,0.0074530524043667475,0.023369906236854428,0.007505386940097935,0.015837267707055767,0.06633825548116305,0.01844957104557589,18.317952165145176,3.0815751241407723,0.0034895166467988647,0.0036701987066915325,0.004810143018377635,0.006785469891249406,18.052228028709585,3.067768935533534,0.003963535757567882,0.011027124688678131
38,,5.0,432000,46117,0.0083767147218023,0.020298994609744048,0.00852474736484693,0.010646940960400511,0.037528887071463235,0.010719527260029385,26.825682503198387,8.507730338053213,0.005105626125784876,0.005212264781622196,0.008941192987359412,0.008434410747256363,26.691779604050566,8.63955157534098,0.0032710885960174248,0.0017057479730410996
38,,5.5,432000,46117,0.007102479474426654,0.017785450957694654,0.007084548057541616,0.00510792597134816,0.02804326815615689,0.004653810040286806,42.71975627209055,15.894073768892165,0.00429767814500964,0.004299411999694138,0.0029824877942192006,0.0027790552179995445,42.718008543487215,16.026228939436656,0.0028048013294170145,0.0021254381771289594
38,,6.0,432000,46117,0.008232309328986586,0.015732090969937773,0.008104925337040169,0.011893773523566086,0.029811534028837558,0.011376959018447565,56.041828393000415,13.32207212090986,0.004026368589671442,0.0038640925225856488,0.0031757504471077213,0.0025686019051970894,57.0724331591387,14.354424615651496,0.004205940739315145,0.008718023076458366
38,,6.5,432000,46117,0.009515135850405315,0.015038308990038664,0.009617435570507293,0.023074663116414,0.04847788528404681,0.022953363821207017,62.39787930698007,6.356050913979661,0.004408349714307566,0.00452114433487082,0.008969083881618814,0.012473808288282628,61.78766181668366,4.71522865754494,0.005106786136097749,0.014105579234795185
38,,7.0,432000,46117,0.009655798099630604,0.014697031917941137,0.00980928268497514,0.010636796915989908,0.0323435902989867,0.010797180162591263,74.51538478218444,12.117505475204371,0.004593075546819196,0.004813726132065902,0.005701800711284973,0.00638552900120627,73.28865277446495,11.500990957781296,0.005062722552811408,0.004934996204704935
38,,7.5,432000,46117,0.009000083557247362,0.013867850535511768,0.008935214289879433,0.007088186218748476,0.021342941166302677,0.00655508078600493,101.88004423531453,27.36465945313008,0.004262420897657079,0.004137847172605351,0.003250882483290446,0.0024676815714020158,102.94711060997028,29.658457835505345,0.004737662659590283,0.00383730373545803
38,,8.0,432000,46117,0.008271824753730842,0.013339876588552195,0.008280260991482383,0.005135092174669025,0.02313222419607818,0.005358369467272014,124.71685061907756,22.836806383763037,0.004106912256924502,0.004141036215217292,0.003458245604634174,0.004156402034479221,124.33042912591887,21.383318515948567,0.00416491249680634,0.001676846570034851
38,,8.5,432000,46117,0.008288190521663519,0.01293909573877286,0.008276590319196319,0.008285805349177491,0.022447641156758878,0.008257306447619956,148.4566212025934,23.739770583515842,0.004186166058751455,0.004164331505940548,0.004563157661655186,0.004279632842560563,149.44992952707247,25.119500401153587,0.004102024462912064,0.0037226476875223046
38,,9.0,432000,46117,0.008413609097094179,0.01264915044240324,0.008429973738437416,0.009221894644344803,0.023997344356582243,0.009549951483853538,168.7880824858512,20.331461283257802,0.004265397987389936,0.004285913807870076,0.004972821868258684,0.00526140909173961,168.0773272329076,18.627397705835158,0.004148211109704243,0.0042490727760861186
38,,9.5,432000,46117,0.008679336005345607,0.01234164100227805,0.008762441666935994,0.01060823627104984,0.022065606594301786,0.0109077641126305,194.9457466877724,26.1576642019212,0.00444616452929505,0.004556914144173374,0.0059093300320437435,0.006349717994204631,193.48383676301577,25.406509530108202,0.004233171476050557,0.004698906239006097
38,,10.0,432000,46117,0.008099211978073504,0.011969439794814782,0.008056426512434683,0.005688950099324146,0.017355190859856356,0.0050975287811231085,241.4612615738231,46.515514886050696,0.004140518807397838,0.004086352647828608,0.002786548276397527,0.002228281312173986,242.4840210768263,49.00018431381053,0.003958693170675666,0.002902401822926619
39,,2.0,432000,46198,0.012390211913935328,0.11205593421299291,0.012390211913935328,0.012390211913935328,0.11205593421299291,0.012390211913935328,1.0,1.0,0.003915479587860575,0.003915479587860575,0.003915479587860575,0.003915479587860575,1.0,1.0,0.008474732326074753,0.008474732326074753
39,,2.5,432000,46198,0.012365801766309885,0.1113997114453549,0.015691983919896263,0.1759416127292336,0.13069293323651987,0.17779109458023332,1.0203688471362398,0.020368847136239664,0.003899585167827963,0.004951510797967734,0.18425833235020883,0.1857578743776071,1.0057296852677606,0.005729685267760508,0.008466216598481922,-0.008316719620975244
39,,3.0,432000,46198,0.0068902965526269405,0.03451023711814529,0.00654686731791722,0.006453329475057858,0.036511539544663005,0.005340040956185097,8.752543400147193,7.732174553010953,0.005406461143141109,0.005067674813515585,0.005941972299351523,0.005083066832025343,8.591804840036366,7.586075154768605,0.0014838354094858317,0.0005113571757063354
39,,3.5,432000,46198,0.00031570447975940905,0.02850211354945341,0.0009755828772086288,-0.020564902600724574,0.06273535261991876,-0.010882924898273109,12.86460452833456,4.112061128187367,0.0018674150126746039,0.0018646033511539582,-0.003921733293715948,-0.0037974003153403574,13.452322611368459,4.860517771332091,-0.0015517105329151948,-0.016643169307008626
39,,4.0,432000,46198,0.0053752623414893095,0.02475892106274101,0.005380377862952907,0.02891451006096245,0.071966581382494,0.029268734612681774,15.23672020433785,2.37211567600329,0.0028904747538970304,0.002930834051482399,0.01243614622244275,0.012302831337448979,14.982681068444524,1.5303584570760635,0.002484787587592279,0.0164783638385197
39,,4.5,432000,46198,0.007643897917510407,0.02320034154919992,0.0076798810542576135,0.016601863547079716,0.06672656669244993,0.018976328696950245,18.338304688514654,3.1015844841768043,0.003365373670611504,0.0035406280436900183,0.004531375148954619,0.006518040623339036,18.051090956318454,3.0684098878739334,0.004278524246898903,0.012070488398125096
39,,5.0,432000,46198,0.00866802400617311,0.020200586067834175,0.00881522705501882,0.011148717475728862,0.03785900545426995,0.011269219810386399,26.82256807654011,8.484263388025456,0.0049415207905602835,0.00504605597619665,0.008646059162113057,0.008193121842771604,26.686014546084248,8.634923589765789,0.003726503215612827,0.002502658313615805
39,,5.5,432000,46198,0.007231434838207492,0.017594378612473024,0.0072058758898153755,0.004925398725182386,0.027735508057523787,0.0044921080213099025,42.72920905666912,15.90664098012901,0.004173648033844923,0.004179303457706803,0.002924222822393856,0.002736224880812359,42.714320966275594,16.02830642019135,0.0030577868043625694,0.0020011759027885297
39,,6.0,432000,46198,0.008389764285144588,0.015571654797827034,0.008267943631611069,0.012153166081672056,0.02988257343480071,0.011689362887892917,55.99309493917485,13.263885882505736,0.0039036278348065444,0.0037475412026185184,0.00307120446483677,0.0024635688818900993,57.077843196675175,14.363522230399585,0.004486136450338043,0.009081961616835287
39,,6.5,432000,46198,0.00971225377694447,0.014876229871046445,0.00981479169701897,0.023505864053121817,0.04861856015019299,0.02333269058083819,62.40036365210615,6.4072687129312955,0.0042844646408240206,0.004391151181841366,0.008834628654001827,0.012231177169589137,61.76343781116067,4.685594614485476,0.005427789136120449,0.01467123539911999
39,,7.0,432000,46198,0.009824392012060486,0.014542515629855044,0.009968685972878633,0.010565626384703652,0.032370197782274415,0.010757127951489087,74.58015498506428,12.179791332958137,0.004464339557034585,0.0046780141394939115,0.005526629263212559,0.006216534648152574,73.27940603489328,11.515968223732632,0.005360052455025901,0.005038997121491093
39,,7.5,432000,46198,0.009185609455583355,0.013715366915744952,0.009121423505811094,0.0072875139646325976,0.021337622656335355,0.006803443417125809,101.840512576302,27.260357591237717,0.0041496491490697705,0.004032263506076297,0.003187564695306213,0.0024377858882892126,102.9570955452617,29.677689510368413,0.005035960306513584,0.004099949269326384
39,,8.0,432000,46198,0.008427714933592158,0.013189040640845655,0.008436595177701792,0.005125280147881229,0.02300798760008653,0.005383883794192607,124.68684791549418,22.846335339192173,0.003973942760513613,0.004008428212497807,0.0032411823548844218,0.003893612634837266,124.33440192216112,21.377306376899433,0.0044537721730785445,0.0018840977929968075
39,,8.5,432000,46198,0.008467098830322166,0.012760947138475316,0.008453969879095823,0.008605940332340604,0.02243197412823629,0.008545390346898423,148.38391272349452,23.697064808000345,0.004074292760697449,0.004053453911942425,0.004556720447385443,0.004276858117405967,149.3913199705615,25.056918048400366,0.004392806069624717,0.004049219884955161
39,,9.0,432000,46198,0.008599299773783226,0.012480111892856742,0.008615848620770404,0.00942349174554329,0.02393906637230677,0.009792504411059397,168.79787003766396,20.413957314169444,0.004144407100270047,0.004164138470636536,0.004760819135224704,0.005049579012179714,168.06510238538465,18.673782414823155,0.0044548926735131795,0.004662672610318585
39,,9.5,432000,46198,0.008870504133253404,0.012194762291987222,0.008952507763070439,0.010849491438383634,0.021966238868689807,0.011126398267716787,194.93872029092168,26.140850253257717,0.004333056710477073,0.004440309169617256,0.005848512251214992,0.006270417029008235,193.42663751677563,25.361535131390973,0.004537447422776331,0.005000979187168643
