frame,strain,analysis_variant,mode,center_kind,target_kind,r_lower_A,r_upper_A,r_mid_A,N_total,N_center,N_target,rho_target_1_per_A3,pair_count_shell,pair_count_cumulative,CN_sum_r,P_sum_r,g_r_RDF_like
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.5,4.0,3.75,432000,47870,10910,0.0014105617067704953,1930,61373,1.2820764570712346,0.6616252350114894,0.323010369775605
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.0,4.5,4.25,432000,47870,10910,0.0014105617067704953,5780,67153,1.402820137873407,0.677397117192396,0.7533797889358097
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.5,5.0,4.75,432000,47870,10910,0.0014105617067704953,30765,97918,2.0454982243576354,0.7512429496553165,3.210949602161934
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.0,5.5,5.25,432000,47870,10910,0.0014105617067704953,52223,150141,3.1364320033423856,0.8443910591184458,4.4625149435589275
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.5,6.0,5.75,432000,47870,10910,0.0014105617067704953,34416,184557,3.8553791518696467,0.9078546062251932,2.4519733568699578
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.0,6.5,6.25,432000,47870,10910,0.0014105617067704953,11190,195747,4.089137246709839,0.9262586170879465,0.6748435546762976
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.5,7.0,6.75,432000,47870,10910,0.0014105617067704953,15107,210854,4.404721119699185,0.9357217463964905,0.7811541842909614
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.0,7.5,7.25,432000,47870,10910,0.0014105617067704953,75198,286052,5.975600584917485,0.960956757885941,3.3707208804999254
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.5,8.0,7.75,432000,47870,10910,0.0014105617067704953,51216,337268,7.045498224357635,0.9780238144975977,2.009168000427032
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.0,8.5,8.25,432000,47870,10910,0.0014105617067704953,52223,389491,8.136432003342385,0.986421558387299,1.8079466907197121
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.5,9.0,8.75,432000,47870,10910,0.0014105617067704953,29443,418934,8.751493628577396,0.9906622101524963,0.9061756919969498
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.0,9.5,9.25,432000,47870,10910,0.0014105617067704953,40550,459484,9.59857948610821,0.9935032379360769,1.116776522773071
35,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.5,10.0,9.75,432000,47870,10910,0.0014105617067704953,95807,555291,11.599979110089826,0.9968247336536453,2.374966332600003
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.0,0.5,0.25,432000,11082,48279,0.006241657241188919,0,0,0.0,0.0,0.0
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.5,1.0,0.75,432000,11082,48279,0.006241657241188919,0,0,0.0,0.0,0.0
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.0,1.5,1.25,432000,11082,48279,0.006241657241188919,0,0,0.0,0.0,0.0
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.5,2.0,1.75,432000,11082,48279,0.006241657241188919,0,0,0.0,0.0,0.0
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.0,2.5,2.25,432000,11082,48279,0.006241657241188919,68,68,0.006136076520483667,0.0,0.030779559044678845
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.5,3.0,2.75,432000,11082,48279,0.006241657241188919,33003,33071,2.9842086266016965,0.43412741382421943,10.013717682004476
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.0,3.5,3.25,432000,11082,48279,0.006241657241188919,27893,60964,5.5011730734524455,0.9641761414907056,6.064218233722424
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.5,4.0,3.75,432000,11082,48279,0.006241657241188919,2118,63082,5.692293809781628,0.9673344161703663,0.3460370230990618
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.0,4.5,4.25,432000,11082,48279,0.006241657241188919,6008,69090,6.234434217650244,0.969770799494676,0.7644577822693319
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.5,5.0,4.75,432000,11082,48279,0.006241657241188919,31710,100800,9.095831077422847,0.9778018408229562,3.230801435625827
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.0,5.5,5.25,432000,11082,48279,0.006241657241188919,53607,154407,13.933134813210613,0.9864645370871684,4.471742896934158
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.5,6.0,5.75,432000,11082,48279,0.006241657241188919,35583,189990,17.14401732539253,0.9912470673163689,2.4747730041004314
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.0,6.5,6.25,432000,11082,48279,0.006241657241188919,12048,202038,18.231185706551162,0.9935029778018408,0.7092926053426483
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.5,7.0,6.75,432000,11082,48279,0.006241657241188919,15902,217940,19.666125248150152,0.9950369969319618,0.802689789860132
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.0,7.5,7.25,432000,11082,48279,0.006241657241188919,77305,295245,26.641851651326476,0.9962100703844071,3.382684872958022
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.5,8.0,7.75,432000,11082,48279,0.006241657241188919,52675,347920,31.395055044215844,0.9971124345785959,2.0172168889896787
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.0,8.5,8.25,432000,11082,48279,0.006241657241188919,53622,401542,36.23371232629489,0.9974733802562714,1.8121922460349902
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.5,9.0,8.75,432000,11082,48279,0.006241657241188919,31263,432805,39.05477350658726,0.9976538530951092,0.9392873106836314
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.0,9.5,9.25,432000,11082,48279,0.006241657241188919,42493,475298,42.88918967695362,0.9980147987727847,1.1424317537032165
36,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.5,10.0,9.75,432000,11082,48279,0.006241657241188919,98270,573568,51.75672261324671,0.9982855080310413,2.3780371102046196
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.0,0.5,0.25,432000,48279,11082,0.0014327149598553327,0,0,0.0,0.0,0.0
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.5,1.0,0.75,432000,48279,11082,0.0014327149598553327,0,0,0.0,0.0,0.0
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.0,1.5,1.25,432000,48279,11082,0.0014327149598553327,0,0,0.0,0.0,0.0
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.5,2.0,1.75,432000,48279,11082,0.0014327149598553327,0,0,0.0,0.0,0.0
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.0,2.5,2.25,432000,48279,11082,0.0014327149598553327,68,68,0.001408479877379399,0.0,0.030779559044678845
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.5,3.0,2.75,432000,48279,11082,0.0014327149598553327,33003,33071,0.6849976180119721,0.11593032167194847,10.013717682004476
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.0,3.5,3.25,432000,48279,11082,0.0014327149598553327,27893,60964,1.2627436359493776,0.6410033347832391,6.064218233722424
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.5,4.0,3.75,432000,48279,11082,0.0014327149598553327,2118,63082,1.3066136415418712,0.6708092545413119,0.3460370230990618
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.0,4.5,4.25,432000,48279,11082,0.0014327149598553327,6008,69090,1.4310569812962157,0.6865718014043373,0.7644577822693319
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.5,5.0,4.75,432000,48279,11082,0.0014327149598553327,31710,100800,2.0878642888212267,0.7598334679674392,3.230801435625827
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.0,5.5,5.25,432000,48279,11082,0.0014327149598553327,53607,154407,3.198222829801777,0.8535388056919158,4.471742896934158
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.5,6.0,5.75,432000,48279,11082,0.0014327149598553327,35583,189990,3.935251351519294,0.9143312827523354,2.4747730041004314
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.0,6.5,6.25,432000,48279,11082,0.0014327149598553327,12048,202038,4.184800845087927,0.9312330412808881,0.7092926053426483
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.5,7.0,6.75,432000,48279,11082,0.0014327149598553327,15902,217940,4.514178007000973,0.9400360405145094,0.802689789860132
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.0,7.5,7.25,432000,48279,11082,0.0014327149598553327,77305,295245,6.115391785248245,0.9643116054599308,3.382684872958022
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.5,8.0,7.75,432000,48279,11082,0.0014327149598553327,52675,347920,7.206445866732948,0.9788106630211894,2.0172168889896787
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.0,8.5,8.25,432000,48279,11082,0.0014327149598553327,53622,401542,8.317115101804097,0.9864123117711634,1.8121922460349902
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.5,9.0,8.75,432000,48279,11082,0.0014327149598553327,31263,432805,8.964663725429276,0.9901406408583442,0.9392873106836314
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.0,9.5,9.25,432000,48279,11082,0.0014327149598553327,42493,475298,9.844818658215788,0.9928954617949833,1.1424317537032165
36,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.5,10.0,9.75,432000,48279,11082,0.0014327149598553327,98270,573568,11.880279210422751,0.9963130967915657,2.3780371102046196
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.0,0.5,0.25,432000,11010,47952,0.006199498753755591,0,0,0.0,0.0,0.0
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.5,1.0,0.75,432000,11010,47952,0.006199498753755591,0,0,0.0,0.0,0.0
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.0,1.5,1.25,432000,11010,47952,0.006199498753755591,0,0,0.0,0.0,0.0
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.5,2.0,1.75,432000,11010,47952,0.006199498753755591,0,0,0.0,0.0,0.0
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.0,2.5,2.25,432000,11010,47952,0.006199498753755591,58,58,0.005267938237965486,0.0,0.026604533015489023
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.5,3.0,2.75,432000,11010,47952,0.006199498753755591,32412,32470,2.94913714804723,0.4305177111716621,9.966023791204972
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.0,3.5,3.25,432000,11010,47952,0.006199498753755591,27238,59708,5.423069936421435,0.9594005449591281,6.001073918928768
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.5,4.0,3.75,432000,11010,47952,0.006199498753755591,2199,61907,5.622797456857402,0.9632152588555858,0.3640793158707083
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.0,4.5,4.25,432000,11010,47952,0.006199498753755591,6129,68036,6.179473206176204,0.9661217075386013,0.7902916060676837
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.5,5.0,4.75,432000,11010,47952,0.006199498753755591,30896,98932,8.98564940962761,0.9740236148955494,3.1899982678991914
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.0,5.5,5.25,432000,11010,47952,0.006199498753755591,52506,151438,13.754586739327884,0.983560399636694,4.438522462818381
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.5,6.0,5.75,432000,11010,47952,0.006199498753755591,35368,186806,16.9669391462307,0.9878292461398729,2.4927428361504718
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.0,6.5,6.25,432000,11010,47952,0.006199498753755591,11983,198789,18.055313351498636,0.9897366030881017,0.7149080680317956
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.5,7.0,6.75,432000,11010,47952,0.006199498753755591,16046,214835,19.512715712988193,0.9909173478655767,0.8207992354144472
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.0,7.5,7.25,432000,11010,47952,0.006199498753755591,74985,289820,26.32334241598547,0.9929155313351499,3.325083212146924
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.5,8.0,7.75,432000,11010,47952,0.006199498753755591,52086,341906,31.05413260672116,0.9947320617620345,2.0213579345097914
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.0,8.5,8.25,432000,11010,47952,0.006199498753755591,52638,394544,35.83505903723887,0.9953678474114441,1.802747097054573
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.5,9.0,8.75,432000,11010,47952,0.006199498753755591,31415,425959,38.68837420526794,0.9963669391462306,0.9564869176686963
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.0,9.5,9.25,432000,11010,47952,0.006199498753755591,42017,467976,42.504632152588556,0.9964577656675749,1.1447537603065496
37,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.5,10.0,9.75,432000,11010,47952,0.006199498753755591,95964,563940,51.22070844686648,0.9970027247956403,2.3533156303333698
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.0,0.5,0.25,432000,47952,11010,0.0014234334601027916,0,0,0.0,0.0,0.0
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.5,1.0,0.75,432000,47952,11010,0.0014234334601027916,0,0,0.0,0.0,0.0
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.0,1.5,1.25,432000,47952,11010,0.0014234334601027916,0,0,0.0,0.0,0.0
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.5,2.0,1.75,432000,47952,11010,0.0014234334601027916,0,0,0.0,0.0,0.0
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.0,2.5,2.25,432000,47952,11010,0.0014234334601027916,58,58,0.001209542876209543,0.0,0.026604533015489023
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.5,3.0,2.75,432000,47952,11010,0.0014234334601027916,32412,32470,0.6771354688021355,0.11444778111444778,9.966023791204972
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.0,3.5,3.25,432000,47952,11010,0.0014234334601027916,27238,59708,1.2451618284951618,0.6383466800133467,6.001073918928768
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.5,4.0,3.75,432000,47952,11010,0.0014234334601027916,2199,61907,1.2910201868535203,0.6683975642308976,0.3640793158707083
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.0,4.5,4.25,432000,47952,11010,0.0014234334601027916,6129,68036,1.4188355021688355,0.6839130797464131,0.7902916060676837
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.5,5.0,4.75,432000,47952,11010,0.0014234334601027916,30896,98932,2.0631464798131467,0.759300967634301,3.1899982678991914
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.0,5.5,5.25,432000,47952,11010,0.0014234334601027916,52506,151438,3.1581164497831162,0.855835001668335,4.438522462818381
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.5,6.0,5.75,432000,47952,11010,0.0014234334601027916,35368,186806,3.8956873540206876,0.9166875208541875,2.4927428361504718
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.0,6.5,6.25,432000,47952,11010,0.0014234334601027916,11983,198789,4.145583083083083,0.9350183516850183,0.7149080680317956
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.5,7.0,6.75,432000,47952,11010,0.0014234334601027916,16046,214835,4.480209376042709,0.9438188188188188,0.8207992354144472
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.0,7.5,7.25,432000,47952,11010,0.0014234334601027916,74985,289820,6.043960627293961,0.9676968635301969,3.325083212146924
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.5,8.0,7.75,432000,47952,11010,0.0014234334601027916,52086,341906,7.130171838505172,0.9810018351685018,2.0213579345097914
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.0,8.5,8.25,432000,47952,11010,0.0014234334601027916,52638,394544,8.227894561227895,0.9884467801134468,1.802747097054573
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.5,9.0,8.75,432000,47952,11010,0.0014234334601027916,31415,425959,8.883028862195529,0.9920962629295963,0.9564869176686963
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.0,9.5,9.25,432000,47952,11010,0.0014234334601027916,42017,467976,9.75925925925926,0.9941191191191191,1.1447537603065496
37,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.5,10.0,9.75,432000,47952,11010,0.0014234334601027916,95964,563940,11.76051051051051,0.9968927260593927,2.3533156303333698
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.0,0.5,0.25,432000,11014,47371,0.0061244493080264695,0,0,0.0,0.0,0.0
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.5,1.0,0.75,432000,11014,47371,0.0061244493080264695,0,0,0.0,0.0,0.0
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.0,1.5,1.25,432000,11014,47371,0.0061244493080264695,0,0,0.0,0.0,0.0
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.5,2.0,1.75,432000,11014,47371,0.0061244493080264695,0,0,0.0,0.0,0.0
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.0,2.5,2.25,432000,11014,47371,0.0061244493080264695,71,71,0.006446341020519339,9.079353550027238e-05,0.0329547312988356
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.5,3.0,2.75,432000,11014,47371,0.0061244493080264695,32517,32588,2.958779734882876,0.42845469402578534,10.117153514362867
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.0,3.5,3.25,432000,11014,47371,0.0061244493080264695,26756,59344,5.388051570728164,0.9557835482113674,5.964948899692844
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.5,4.0,3.75,432000,11014,47371,0.0061244493080264695,2272,61616,5.594334483384783,0.959687670237879,0.38063689642205395
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.0,4.5,4.25,432000,11014,47371,0.0061244493080264695,6148,67764,6.1525331396404574,0.9618667150898856,0.8021644038125346
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.5,5.0,4.75,432000,11014,47371,0.0061244493080264695,30696,98460,8.939531505356818,0.9723079716724169,3.2070206511559967
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.0,5.5,5.25,432000,11014,47371,0.0061244493080264695,51901,150361,13.651806791356455,0.9836571636099509,4.439529979898425
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.5,6.0,5.75,432000,11014,47371,0.0061244493080264695,35362,185723,16.862447793717088,0.9895587434174686,2.521944786587963
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.0,6.5,6.25,432000,11014,47371,0.0061244493080264695,12077,197800,17.958961321953876,0.9907390593789722,0.72908050342828
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.5,7.0,6.75,432000,11014,47371,0.0061244493080264695,16407,214207,19.448610858906846,0.9922825494824768,0.8492413127074633
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.0,7.5,7.25,432000,11014,47371,0.0061244493080264695,74372,288579,26.201107681133102,0.9948247684764845,3.337101088046631
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.5,8.0,7.75,432000,11014,47371,0.0061244493080264695,50938,339517,30.825948792445978,0.9962774650444889,2.000303457187892
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.0,8.5,8.25,432000,11014,47371,0.0061244493080264695,52230,391747,35.5680951516252,0.9970946068639913,1.8100360742674024
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.5,9.0,8.75,432000,11014,47371,0.0061244493080264695,31224,422971,38.40303250408571,0.9977301616124932,0.9619716828543797
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.0,9.5,9.25,432000,11014,47371,0.0061244493080264695,41415,464386,42.16324677682949,0.9981841292899946,1.1417643622367606
38,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.5,10.0,9.75,432000,11014,47371,0.0061244493080264695,94310,558696,50.725985109860176,0.9987288905029962,2.3402451918428904
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.0,0.5,0.25,432000,47371,11014,0.0014239658161871935,0,0,0.0,0.0,0.0
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.5,1.0,0.75,432000,47371,11014,0.0014239658161871935,0,0,0.0,0.0,0.0
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.0,1.5,1.25,432000,47371,11014,0.0014239658161871935,0,0,0.0,0.0,0.0
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.5,2.0,1.75,432000,47371,11014,0.0014239658161871935,0,0,0.0,0.0,0.0
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.0,2.5,2.25,432000,47371,11014,0.0014239658161871935,71,71,0.0014988072871588102,2.1109961790969157e-05,0.0329547312988356
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.5,3.0,2.75,432000,47371,11014,0.0014239658161871935,32517,32588,0.6879314348441029,0.11517595153152772,10.117153514362867
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.0,3.5,3.25,432000,47371,11014,0.0014239658161871935,26756,59344,1.2527495725232738,0.6401807012729307,5.964948899692844
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.5,4.0,3.75,432000,47371,11014,0.0014239658161871935,2272,61616,1.3007114057123557,0.6699668573599882,0.38063689642205395
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.0,4.5,4.25,432000,47371,11014,0.0014239658161871935,6148,67764,1.4304954508032341,0.6867070570602267,0.8021644038125346
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.5,5.0,4.75,432000,47371,11014,0.0014239658161871935,30696,98460,2.0784868379388235,0.7615207616474214,3.2070206511559967
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.0,5.5,5.25,432000,47371,11014,0.0014239658161871935,51901,150361,3.174114964851914,0.8559034008148445,4.439529979898425
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.5,6.0,5.75,432000,47371,11014,0.0014239658161871935,35362,185723,3.920605433704165,0.917861138671339,2.521944786587963
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.0,6.5,6.25,432000,47371,11014,0.0014239658161871935,12077,197800,4.1755504422537,0.936311245276646,0.72908050342828
