frame,strain,analysis_variant,mode,center_kind,target_kind,r_lower_A,r_upper_A,r_mid_A,N_total,N_center,N_target,rho_target_1_per_A3,pair_count_shell,pair_count_cumulative,CN_sum_r,P_sum_r,g_r_RDF_like
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.0,4.5,4.25,432000,59841,46117,0.006019746880487223,45817,306695,5.125165020638024,0.9200046790661921,1.1194152529052077
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.5,5.0,4.75,432000,59841,46117,0.006019746880487223,110836,417531,6.977339950869805,0.9505690078708577,2.1683823224147973
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.0,5.5,5.25,432000,59841,46117,0.006019746880487223,220744,638275,10.666182049096774,0.9794121087548671,3.535779871377552
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.5,6.0,5.75,432000,59841,46117,0.006019746880487223,157739,796014,13.302150699353286,0.9908758209254525,2.106555382461965
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.0,6.5,6.25,432000,59841,46117,0.006019746880487223,88998,885012,14.789391888504538,0.9943516986681372,1.006078132056109
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.5,7.0,6.75,432000,59841,46117,0.006019746880487223,131260,1016272,16.982871275546866,0.9959225280326198,1.2722409743533503
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.0,7.5,7.25,432000,59841,46117,0.006019746880487223,286748,1303020,21.774702962851556,0.9984960144382614,2.4093247567570653
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.5,8.0,7.75,432000,59841,46117,0.006019746880487223,255116,1558136,26.037933858057183,0.9994819605287345,1.875973663793575
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.0,8.5,8.25,432000,59841,46117,0.006019746880487223,218755,1776891,29.69353787536973,0.9997493357397103,1.4195811919398007
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.5,9.0,8.75,432000,59841,46117,0.006019746880487223,209256,1986147,33.19040457211611,0.9998997342958841,1.207220809367371
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.0,9.5,9.25,432000,59841,46117,0.006019746880487223,250229,2236376,37.37196905131933,0.9999498671479421,1.2917887609285765
38,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.5,10.0,9.75,432000,59841,46117,0.006019746880487223,416834,2653210,44.337661469561006,0.999983289049314,1.936875904878741
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.0,0.5,0.25,432000,46198,59704,0.007792204241215905,0,0,0.0,0.0,0.0
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.5,1.0,0.75,432000,46198,59704,0.007792204241215905,0,0,0.0,0.0,0.0
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.0,1.5,1.25,432000,46198,59704,0.007792204241215905,0,0,0.0,0.0,0.0
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.5,2.0,1.75,432000,46198,59704,0.007792204241215905,0,0,0.0,0.0,0.0
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.0,2.5,2.25,432000,46198,59704,0.007792204241215905,508,508,0.010996147019351487,0.0,0.044182649245425684
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.5,3.0,2.75,432000,46198,59704,0.007792204241215905,144542,145050,3.1397463093640416,0.4971860253690636,8.426952447027158
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.0,3.5,3.25,432000,46198,59704,0.007792204241215905,75707,220757,4.7784969046279056,0.8025455647430625,3.1626431491696634
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.5,4.0,3.75,432000,46198,59704,0.007792204241215905,42879,263636,5.70665396770423,0.8098618987834971,1.3460953365870463
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.0,4.5,4.25,432000,46198,59704,0.007792204241215905,46400,310036,6.711026451361531,0.8268106844452141,1.1344258719860378
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.5,5.0,4.75,432000,46198,59704,0.007792204241215905,110906,420942,9.111693146889476,0.8529806485129227,2.1712189813900404
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.0,5.5,5.25,432000,46198,59704,0.007792204241215905,222941,643883,13.937464825317113,0.8861422572405732,3.573385138871062
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.5,6.0,5.75,432000,46198,59704,0.007792204241215905,157681,801564,17.350621239014675,0.9078098618987835,2.107204740552897
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.0,6.5,6.25,432000,46198,59704,0.007792204241215905,90418,891982,19.307805532707043,0.9160353262045976,1.022821691099537
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.5,7.0,6.75,432000,46198,59704,0.007792204241215905,133470,1025452,22.19689164033075,0.9229403870297416,1.2945362315637372
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.0,7.5,7.25,432000,46198,59704,0.007792204241215905,286121,1311573,28.39025498939348,0.9375730551106108,2.405682178237821
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.5,8.0,7.75,432000,46198,59704,0.007792204241215905,256425,1567998,33.94081994891554,0.9463829603013117,1.8868743264447214
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.0,8.5,8.25,432000,46198,59704,0.007792204241215905,219243,1787241,38.68654487207238,0.9519459716870861,1.4237100653422996
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.5,9.0,8.75,432000,46198,59704,0.007792204241215905,211440,1998681,43.26336637949695,0.9570544179401705,1.2206453881393273
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.0,9.5,9.25,432000,46198,59704,0.007792204241215905,254012,2252693,48.76169964067709,0.9620113424823585,1.312204933542144
39,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.5,10.0,9.75,432000,46198,59704,0.007792204241215905,417749,2670442,57.804277241439024,0.9684401922161132,1.9424401683791457
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.0,0.5,0.25,432000,59704,46198,0.0060294829749379004,0,0,0.0,0.0,0.0
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.5,1.0,0.75,432000,59704,46198,0.0060294829749379004,0,0,0.0,0.0,0.0
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.0,1.5,1.25,432000,59704,46198,0.0060294829749379004,0,0,0.0,0.0,0.0
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.5,2.0,1.75,432000,59704,46198,0.0060294829749379004,0,0,0.0,0.0,0.0
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.0,2.5,2.25,432000,59704,46198,0.0060294829749379004,508,508,0.008508642637009246,0.0,0.044182649245425684
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.5,3.0,2.75,432000,59704,46198,0.0060294829749379004,144542,145050,2.4294854616106125,0.4339575237840011,8.426952447027158
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.0,3.5,3.25,432000,59704,46198,0.0060294829749379004,75707,220757,3.697524453972933,0.8919167894948412,3.1626431491696634
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.5,4.0,3.75,432000,59704,46198,0.0060294829749379004,42879,263636,4.4157175398633255,0.9109774889454643,1.3460953365870463
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.0,4.5,4.25,432000,59704,46198,0.0060294829749379004,46400,310036,5.192884898834249,0.9255493769261691,1.1344258719860378
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.5,5.0,4.75,432000,59704,46198,0.0060294829749379004,110906,420942,7.050482379740051,0.9538556880611014,2.1712189813900404
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.0,5.5,5.25,432000,59704,46198,0.0060294829749379004,222941,643883,10.784587297333513,0.9808220554736701,3.573385138871062
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.5,6.0,5.75,432000,59704,46198,0.0060294829749379004,157681,801564,13.425633123408817,0.9915416052525794,2.107204740552897
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.0,6.5,6.25,432000,59704,46198,0.0060294829749379004,90418,891982,14.940071017017285,0.9944057349591318,1.022821691099537
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.5,7.0,6.75,432000,59704,46198,0.0060294829749379004,133470,1025452,17.175599624815757,0.9958796730537317,1.2945362315637372
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.0,7.5,7.25,432000,59704,46198,0.0060294829749379004,286121,1311573,21.96792509714592,0.9980403323060432,2.405682178237821
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.5,8.0,7.75,432000,59704,46198,0.0060294829749379004,256425,1567998,26.262863459734692,0.9989112957255796,1.8868743264447214
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.0,8.5,8.25,432000,59704,46198,0.0060294829749379004,219243,1787241,29.93502947876189,0.9994137746214659,1.4237100653422996
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.5,9.0,8.75,432000,59704,46198,0.0060294829749379004,211440,1998681,33.47650073696905,0.9996482647728795,1.2206453881393273
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.0,9.5,9.25,432000,59704,46198,0.0060294829749379004,254012,2252693,37.731023047032025,0.9997822591451159,1.312204933542144
39,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.5,10.0,9.75,432000,59704,46198,0.0060294829749379004,417749,2670442,44.72802492295324,0.9999330028138819,1.9424401683791457
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.0,0.5,0.25,432000,46126,58429,0.007624174109809313,0,0,0.0,0.0,0.0
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,0.5,1.0,0.75,432000,46126,58429,0.007624174109809313,0,0,0.0,0.0,0.0
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.0,1.5,1.25,432000,46126,58429,0.007624174109809313,0,0,0.0,0.0,0.0
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,1.5,2.0,1.75,432000,46126,58429,0.007624174109809313,0,0,0.0,0.0,0.0
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.0,2.5,2.25,432000,46126,58429,0.007624174109809313,506,506,0.010969951870962147,0.0,0.04504882411657956
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,2.5,3.0,2.75,432000,46126,58429,0.007624174109809313,141714,142220,3.0832935871309024,0.48478081776004855,8.457346842554713
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.0,3.5,3.25,432000,46126,58429,0.007624174109809313,75043,217263,4.7102068247842865,0.7961236612756363,3.208996504917514
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,3.5,4.0,3.75,432000,46126,58429,0.007624174109809313,41969,259232,5.620084117417509,0.8045354030264926,1.3486668856593353
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.0,4.5,4.25,432000,46126,58429,0.007624174109809313,45935,305167,6.615943285782422,0.8210553700732776,1.1496000244394458
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,4.5,5.0,4.75,432000,46126,58429,0.007624174109809313,109260,414427,8.984672419026145,0.8491306421540996,2.1895490709393295
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.0,5.5,5.25,432000,46126,58429,0.007624174109809313,220172,634599,13.757945627195074,0.8829727268785501,3.6124086306146714
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,5.5,6.0,5.75,432000,46126,58429,0.007624174109809313,156627,791226,17.15357932619347,0.905324545809305,2.142589145216385
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.0,6.5,6.25,432000,46126,58429,0.007624174109809313,89213,880439,19.087694575727355,0.9154273078090448,1.0330422372917618
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,6.5,7.0,6.75,432000,46126,58429,0.007624174109809313,131892,1012331,21.94707973810866,0.9216493951350648,1.3094650307224411
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.0,7.5,7.25,432000,46126,58429,0.007624174109809313,282614,1294945,28.074079694749166,0.9365000216797468,2.432355728443665
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,7.5,8.0,7.75,432000,46126,58429,0.007624174109809313,254383,1549328,33.58903872002775,0.9460174305164115,1.9160886464783742
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.0,8.5,8.25,432000,46126,58429,0.007624174109809313,214772,1764100,38.245241295581664,0.9515024064518927,1.4276389307335902
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,8.5,9.0,8.75,432000,46126,58429,0.007624174109809313,209406,1973506,42.785110349911115,0.9560117937822487,1.2374748670800106
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.0,9.5,9.25,432000,46126,58429,0.007624174109809313,251260,2224766,48.23236352599402,0.9608246975675324,1.328665594943326
40,,all_exclude_self,Omega_center__Twin_target,Omega,Twin,9.5,10.0,9.75,432000,46126,58429,0.007624174109809313,411334,2636100,57.1499804882279,0.9676754975501887,1.957815407345539
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.0,0.5,0.25,432000,58429,46126,0.00601880324819977,0,0,0.0,0.0,0.0
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,0.5,1.0,0.75,432000,58429,46126,0.00601880324819977,0,0,0.0,0.0,0.0
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.0,1.5,1.25,432000,58429,46126,0.00601880324819977,0,0,0.0,0.0,0.0
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,1.5,2.0,1.75,432000,58429,46126,0.00601880324819977,0,0,0.0,0.0,0.0
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.0,2.5,2.25,432000,58429,46126,0.00601880324819977,506,506,0.008660083177874001,0.0,0.04504882411657956
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,2.5,3.0,2.75,432000,58429,46126,0.00601880324819977,141714,142220,2.434065275804823,0.4299063821047767,8.457346842554713
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.0,3.5,3.25,432000,58429,46126,0.00601880324819977,75043,217263,3.7184103784079823,0.8905851546321176,3.208996504917514
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,3.5,4.0,3.75,432000,58429,46126,0.00601880324819977,41969,259232,4.436700953293741,0.9090177822656558,1.3486668856593353
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.0,4.5,4.25,432000,58429,46126,0.00601880324819977,45935,305167,5.222868780913587,0.9241643704324907,1.1496000244394458
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,4.5,5.0,4.75,432000,58429,46126,0.00601880324819977,109260,414427,7.092830614934365,0.9533279706994814,2.1895490709393295
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.0,5.5,5.25,432000,58429,46126,0.00601880324819977,220172,634599,10.861027914220678,0.9819952420886888,3.6124086306146714
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,5.5,6.0,5.75,432000,58429,46126,0.00601880324819977,156627,791226,13.541665953550464,0.9920073935888001,2.142589145216385
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.0,6.5,6.25,432000,58429,46126,0.00601880324819977,89213,880439,15.068527614711872,0.9944548083999384,1.0330422372917618
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,6.5,7.0,6.75,432000,58429,46126,0.00601880324819977,131892,1012331,17.32583135087029,0.9961320577110682,1.3094650307224411
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.0,7.5,7.25,432000,58429,46126,0.00601880324819977,282614,1294945,22.162710297968474,0.9985281281555392,2.432355728443665
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,7.5,8.0,7.75,432000,58429,46126,0.00601880324819977,254383,1549328,26.51642163993907,0.9993838675999932,1.9160886464783742
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.0,8.5,8.25,432000,58429,46126,0.00601880324819977,214772,1764100,30.19219907922436,0.9997432781666639,1.4276389307335902
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,8.5,9.0,8.75,432000,58429,46126,0.00601880324819977,209406,1973506,33.776138561330846,0.9998801964777765,1.2374748670800106
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.0,9.5,9.25,432000,58429,46126,0.00601880324819977,251260,2224766,38.07640041760085,0.9999486556333328,1.328665594943326
40,,all_exclude_self,Twin_center__Omega_target,Twin,Omega,9.5,10.0,9.75,432000,58429,46126,0.00601880324819977,411334,2636100,45.116294990501295,1.0,1.957815407345539
