n_atoms,n_omega_ever,n_twin_ever,n_both_omega_and_twin,fraction_omega_ever,fraction_twin_ever,fraction_both_given_omega,fraction_both_given_twin,fraction_omega_before_twin_given_both,fraction_twin_before_omega_given_both,fraction_simultaneous_given_both,precursor_window_frames,fraction_twin_within_window_after_omega_given_omega,fraction_omega_competition_like_given_omega,mean_delta_frame_twin_minus_omega_for_both,median_delta_frame_twin_minus_omega_for_both,case
432000.0,230408.0,214892.0,172844.0,0.5333518518518519,0.4974351851851852,0.750164924828999,0.8043296167377101,0.2759193260975214,0.1574599060424429,0.5666207678600357,5.0,0.072779590986424,0.927220409013576,4.453397283099211,0.0,Ti20Nb
432000.0,118588.0,160518.0,90571.0,0.2745092592592593,0.3715694444444444,0.763745066954498,0.5642420164716729,0.2086539841671175,0.3790396484525952,0.4123063673802873,5.0,0.0570293790265456,0.9429706209734544,2.406001921144737,0.0,Ti30Nb
432000.0,92838.0,188588.0,91076.0,0.2149027777777777,0.4365462962962963,0.9810207027294856,0.4829363480179015,0.0206530809433879,0.5952062014142036,0.3841407176424085,5.0,0.0161356341153407,0.9838643658846592,-2.577517677544029,-1.0,Ti40Nb
