n_atoms,n_omega_ever,n_twin_ever,n_both_omega_and_twin,fraction_omega_ever,fraction_twin_ever,fraction_both_given_omega,fraction_both_given_twin,fraction_omega_before_twin_given_both,fraction_twin_before_omega_given_both,fraction_simultaneous_given_both,precursor_window_frames,fraction_twin_within_window_after_omega_given_omega,fraction_omega_competition_like_given_omega,mean_delta_frame_twin_minus_omega_for_both,median_delta_frame_twin_minus_omega_for_both
432000,118588,160518,90571,0.2745092592592593,0.37156944444444445,0.763745066954498,0.5642420164716729,0.2086539841671175,0.3790396484525952,0.4123063673802873,5,0.05702937902654569,0.9429706209734543,2.406001921144737,0.0
