frame,strain,total_atoms,count_BCC,fraction_BCC,count_FCC_like,fraction_FCC_like,count_OMEGA,fraction_OMEGA,count_TB,fraction_TB,count_OMEGA_TB,fraction_OMEGA_TB,count_OTHER,fraction_OTHER,count_TWIN,fraction_TWIN,count_OMEGA_TWIN,fraction_OMEGA_TWIN
24,,432000,225528,0.5220555555555556,189725,0.43917824074074074,428,0.0009907407407407408,0,0.0,0,0.0,16319,0.03777546296296296,0,0.0,0,0.0
25,,432000,199626,0.4620972222222222,214734,0.49706944444444445,409,0.0009467592592592593,7,1.6203703703703704e-05,0,0.0,17224,0.03987037037037037,0,0.0,0,0.0
26,,432000,174753,0.40452083333333333,238794,0.5527638888888889,399,0.0009236111111111112,0,0.0,0,0.0,18054,0.041791666666666664,0,0.0,0,0.0
27,,432000,151850,0.35150462962962964,260621,0.6032893518518518,456,0.0010555555555555555,1,2.3148148148148148e-06,0,0.0,19072,0.044148148148148145,0,0.0,0,0.0
28,,432000,131199,0.30370138888888887,280674,0.6497083333333333,493,0.0011412037037037037,0,0.0,0,0.0,19634,0.04544907407407407,0,0.0,0,0.0
29,,432000,114014,0.2639212962962963,297281,0.688150462962963,497,0.001150462962962963,0,0.0,0,0.0,20208,0.04677777777777778,0,0.0,0,0.0
30,,432000,103990,0.2407175925925926,304973,0.7059560185185185,545,0.001261574074074074,295,0.0006828703703703704,59,0.00013657407407407406,22138,0.05124537037037037,0,0.0,0,0.0
31,,432000,277699,0.6428217592592592,68313,0.15813194444444445,3320,0.0076851851851851855,23370,0.05409722222222222,7067,0.016358796296296295,52231,0.12090509259259259,0,0.0,0,0.0
32,,432000,313145,0.7248726851851852,22530,0.05215277777777778,4284,0.009916666666666667,33963,0.07861805555555555,13751,0.031831018518518515,44327,0.1026087962962963,0,0.0,0,0.0
33,,432000,325400,0.7532407407407408,14888,0.034462962962962966,4878,0.011291666666666667,31052,0.07187962962962963,13466,0.031171296296296298,42316,0.09795370370370371,0,0.0,0,0.0
34,,432000,327698,0.7585601851851852,12009,0.02779861111111111,5270,0.012199074074074074,30615,0.07086805555555556,13436,0.031101851851851853,42972,0.09947222222222223,0,0.0,0,0.0
35,,432000,327796,0.758787037037037,10759,0.024905092592592593,5533,0.01280787037037037,30131,0.06974768518518519,14217,0.03290972222222222,43564,0.1008425925925926,0,0.0,0,0.0
36,,432000,329102,0.7618101851851852,10369,0.024002314814814813,5208,0.012055555555555555,30218,0.06994907407407408,14514,0.03359722222222222,42589,0.09858564814814814,0,0.0,0,0.0
37,,432000,330943,0.7660717592592593,9886,0.02288425925925926,5378,0.012449074074074074,29571,0.0684513888888889,14163,0.03278472222222222,42059,0.09735879629629629,0,0.0,0,0.0
38,,432000,330937,0.7660578703703703,8782,0.020328703703703703,5480,0.012685185185185185,29553,0.06840972222222222,14633,0.033872685185185186,42615,0.09864583333333334,0,0.0,0,0.0
39,,432000,330499,0.7650439814814814,8764,0.020287037037037037,5658,0.013097222222222222,29698,0.06874537037037037,14416,0.03337037037037037,42965,0.09945601851851851,0,0.0,0,0.0
40,,432000,331213,0.7666967592592593,8455,0.01957175925925926,5666,0.01311574074074074,28744,0.06653703703703703,14616,0.03383333333333333,43306,0.10024537037037037,0,0.0,0,0.0
