n_atoms,n_omega_ever,n_twin_ever,n_both_omega_and_twin,fraction_omega_ever,fraction_twin_ever,fraction_both_given_omega,fraction_both_given_twin,fraction_omega_before_twin_given_both,fraction_twin_before_omega_given_both,fraction_simultaneous_given_both,precursor_window_frames,fraction_twin_within_window_after_omega_given_omega,fraction_omega_competition_like_given_omega,mean_delta_frame_twin_minus_omega_for_both,median_delta_frame_twin_minus_omega_for_both
432000,230408,214892,172844,0.5333518518518519,0.4974351851851852,0.750164924828999,0.8043296167377101,0.27591932609752146,0.1574599060424429,0.5666207678600357,5,0.07277959098642409,0.9272204090135759,4.453397283099211,0.0
