n_atoms,n_omega_ever,n_twin_ever,n_both_omega_and_twin,fraction_omega_ever,fraction_twin_ever,fraction_both_given_omega,fraction_both_given_twin,fraction_omega_before_twin_given_both,fraction_twin_before_omega_given_both,fraction_simultaneous_given_both,precursor_window_frames,fraction_twin_within_window_after_omega_given_omega,fraction_omega_competition_like_given_omega,mean_delta_frame_twin_minus_omega_for_both,median_delta_frame_twin_minus_omega_for_both
432000,92838,188588,91076,0.21490277777777778,0.4365462962962963,0.9810207027294857,0.4829363480179015,0.02065308094338794,0.5952062014142036,0.38414071764240854,5,0.0161356341153407,0.9838643658846593,-2.577517677544029,-1.0
