source_frame,target_frame,source,target,source_state,target_state,count
35,40,F35_TB,F40_TB,TB,TB,11737
35,40,F35_TB,F40_OMEGA_TB,TB,OMEGA_TB,3086
35,40,F35_TB,F40_OTHER,TB,OTHER,3858
35,40,F35_OMEGA_TB,F40_BCC,OMEGA_TB,BCC,4830
35,40,F35_OMEGA_TB,F40_FCC_like,OMEGA_TB,FCC_like,144
35,40,F35_OMEGA_TB,F40_OMEGA,OMEGA_TB,OMEGA,79
35,40,F35_OMEGA_TB,F40_TB,OMEGA_TB,TB,2846
35,40,F35_OMEGA_TB,F40_OMEGA_TB,OMEGA_TB,OMEGA_TB,1245
35,40,F35_OMEGA_TB,F40_OTHER,OMEGA_TB,OTHER,840
35,40,F35_OTHER,F40_BCC,OTHER,BCC,6187
35,40,F35_OTHER,F40_FCC_like,OTHER,FCC_like,366
35,40,F35_OTHER,F40_OMEGA,OTHER,OMEGA,206
35,40,F35_OTHER,F40_TB,OTHER,TB,2782
35,40,F35_OTHER,F40_OMEGA_TB,OTHER,OMEGA_TB,684
35,40,F35_OTHER,F40_OTHER,OTHER,OTHER,2582
