file,status,natoms,none,fcc,hcp,bcc,ico,sc,dcub,dhex,graphene,omega_a,omega_b,unknown,omega_total,omega_strict,omega_loose,bda_bulk,bda_surface,bda_vacancy,bda_dislocation,bda_twin,bda_planar_fault,bda_else,omega_on_bda_twin,omega_on_bda_planar_fault,omega_on_bda_twin_or_planar_fault,omega_on_bda_twin_ratio,omega_on_bda_planar_fault_ratio,omega_on_bda_twin_or_planar_fault_ratio,mean_omega_rmsd,mean_omega_fres,read_time,build_neigh_time,ptm_time,bda_time,write_time,total_time
./testModel/ShockSliceDump/4500.dump,0,395568,2674,69,501,388990,0,0,0,0,0,126,3208,0,3334,3004,330,384896,0,0,413,2078,0,8181,983,0,983,0.294841,0,0.294841,0.0853048,0.265188,0.875762,0.550118,0.328546,0.436483,1.39892,3.61667
